,track_name,artist_name,id,genres,album_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,artist_pop,track_pop,duration_ms,time_signature
482,Balance My Lows (feat. Coi Leray),Dreezy,0MxDjHjeFZYfNZ6AL1ClCu,"alternative r&b, chicago rap, drill, escape room, hip pop, pop r&b, r&b, trap queen, viral rap",HITGIRL,0.704,0.634,7,-4.929,0,0.276,0.182,0.0,0.108,0.461,158.113,55,28,127893,4
483,Blue Spirits,DWLLRS,7xXUNbWepi09rzwW1Il61B,chill pop,Blue Spirits,0.66,0.646,9,-5.788,1,0.0469,0.655,0.0,0.188,0.336,130.003,53,26,188308,4
484,just to break my heart,Sky McCreery,4T2UFptnPrq5O4PTNU7e6h,"lo-fi chill, sad lo-fi",just to break my heart,0.651,0.205,9,-10.572,1,0.0465,0.719,0.000832,0.122,0.123,110.016,57,59,152727,4
485,Substitute,Dawin,1TFjaQJBuFRFBjBpmKXQwA,nyc pop,Substitute,0.729,0.754,2,-5.801,1,0.0413,0.63,0.0,0.106,0.633,160.058,53,42,189429,4
486,Slide Thru,Mills,3I7Ojs806okVaVl045FkSu,pop,Train of Thoughts,0.49,0.511,2,-6.659,0,0.33,0.19,0.0,0.673,0.681,84.371,42,27,127053,4
487,Hold On Tight,Jesse Barrera,5hPewfonZMGexEhuuTDaDH,chill r&b,Hold On Tight,0.631,0.418,2,-7.443,1,0.0482,0.462,0.0,0.0761,0.491,68.047,62,54,199684,4
488,Butterflies,Dane Amar,0iSlsns09IJmctXduvONSJ,"asian american hip hop, chill r&b",East Daygo Popstar,0.817,0.298,5,-10.278,1,0.0597,0.251,0.0,0.161,0.646,90.24,55,43,216000,4
489,Fumari,Peach Tree Rascals,2OQMSCUE6ClEZFJFFNqNrQ,"chill r&b, indie r&b, pop",Fumari,0.908,0.636,4,-7.987,1,0.0364,0.066,0.0,0.161,0.925,126.027,62,52,120000,4
490,Roses,Manwolves,4ilDoVrv6RZjiyTgP1Gb1G,"bedroom soul, lo-fi rap",Roses,0.738,0.512,11,-6.7,0,0.0675,0.14,0.0,0.0571,0.751,81.629,47,38,193948,4
491,Oxford Circus,Frex,41pmDwHHK9rvdvp6sezqaf,pop,Oxford Circus,0.418,0.37,1,-10.416,1,0.104,0.583,0.00726,0.132,0.243,179.66,51,64,152020,4
492,Mirage,Orion Sun,1w327AHTCoChRIkJUprAnV,"alternative r&b, bedroom pop, chill r&b, indie r&b, indie soul",A Collection of Fleeting Moments and Daydreams,0.683,0.468,9,-10.058,0,0.0743,0.87,0.673,0.108,0.47,117.095,65,68,57496,4
493,Who Will?,Q,1ljglUWkHT85jxPnO3pJpE,indie r&b,Thoughts,0.699,0.0752,8,-19.751,0,0.228,0.964,0.0363,0.106,0.481,64.23,63,61,92656,4
494,Far from Home,A.CHAL,2NtaQWHy64UAgxO1tv6EY6,"canadian hip hop, trap soul",Welcome to GAZI,0.572,0.559,10,-5.631,1,0.0317,0.0358,0.0,0.18,0.201,126.017,51,30,216531,4
495,Don't Go Changing,88rising,0dNN5wjTkbJnQkOnzh9WUH,"asian american hip hop, pop",Don't Go Changing,0.547,0.577,10,-5.623,1,0.03,0.324,0.0,0.198,0.365,170.715,70,45,189636,3
496,boyfriend material,Gareth.T,4Ef7cEjeHhh7vYBzmPq4oE,"chill r&b, hk-pop, hong kong hip hop",to be honest,0.794,0.454,4,-7.848,1,0.0477,0.445,0.0,0.127,0.913,144.926,57,56,150298,4
497,end credits,Sarah Kang,5pt77s4Vt9RGvveriqai7A,chill r&b,how i remember,0.383,0.271,0,-12.538,1,0.0832,0.919,0.0,0.368,0.341,69.234,60,45,248500,3
498,serene//rewind,demxntia,1tX0Z3tA7vsal85V1sw3QM,"chill r&b, emo rap, pop",serene//rewind,0.568,0.867,0,-5.183,1,0.15,0.209,0.0,0.407,0.441,175.994,63,52,156825,4
499,aesthetic,Souly Had,3aVGj0g3QKbbXn8uNBFZIH,"chill r&b, indie r&b",aesthetic,0.625,0.456,1,-10.624,0,0.0698,0.142,0.000164,0.402,0.762,146.091,53,50,105215,4
500,Love Birds,wimp,2T9MK0ZLDHEcokAPQ2LOv6,pop,Love Birds,0.582,0.541,6,-8.76,0,0.0634,0.221,0.0,0.0908,0.694,155.029,27,39,199742,4
501,Ease Your Mind,More Ease,70tLrpKoAyqRabM2jGsRp0,dutch r&b,Ease Your Mind,0.801,0.393,9,-7.148,1,0.0376,0.699,0.0,0.0956,0.721,130.039,35,44,199385,4
502,IRIS,Ashes To Amber,61jCFoNIuzQnc9UovuzNVW,pop,Voodoo Blu,0.725,0.543,6,-9.089,1,0.0387,0.28,0.475,0.113,0.415,140.051,52,59,151578,4
503,Summertime,Public Library Commute,2uFUJAyfS7de4VTKNwZWZc,"bedroom soul, chill r&b, indie r&b",Summertime,0.715,0.441,4,-8.0,1,0.034,0.43,0.0249,0.106,0.565,95.032,50,48,180000,3
504,Pink cheeks,Eldon,4HaI6qDEZYHG0sQnd54FDQ,chill r&b,Pink cheeks,0.833,0.498,6,-4.509,1,0.0407,0.386,1.21e-05,0.118,0.701,95.017,46,53,183773,4
505,Let Go,Aaron May,1NCWXbUyF88ee30OMAe7dO,"hip hop, rap",CHASE,0.87,0.498,9,-8.339,0,0.0622,0.046,0.0,0.146,0.692,110.017,69,71,176532,4
506,11:23,mj apanay,3YhAZVvU1yeGo1l6aLK0V6,chill r&b,seen 11:23 pm,0.611,0.256,8,-11.29,1,0.0733,0.899,0.00497,0.125,0.585,123.535,53,58,58018,4
507,I'm Not In Love,Ber,7gEw6TDaj60NOibnidPBix,"alt z, gen z singer-songwriter",I'm Not In Love,0.896,0.406,1,-8.326,1,0.11,0.384,0.0,0.0578,0.964,127.088,57,53,97293,3
508,Poetry,Devin Kennedy,1Az7ISXH7Fga46OH5eeMxG,"chill r&b, indie r&b, pop",Poetry,0.466,0.327,0,-11.899,1,0.048,0.909,0.0444,0.116,0.467,112.912,62,54,144751,4
509,Becky's Plan,CODY JON,427JUJckVwkdx0susZPzjh,pop,Becky's Plan,0.716,0.854,10,-4.304,1,0.0677,0.132,5.3e-06,0.0616,0.963,87.538,43,45,185485,4
510,Glossier,Paul Russell,4eyHf2QbZZKoPWpZBYc0KX,indie r&b,Glossier,0.866,0.498,11,-4.25,1,0.0461,0.0843,0.0,0.278,0.684,106.985,48,45,171053,4
511,seeing your name makes me happy,Burbank,2v7yI88iezgRO9ka5gtUF1,lo-fi beats,bedroom,0.724,0.279,9,-8.678,1,0.2,0.282,0.00474,0.0924,0.476,162.136,50,53,107697,4
512,Trip on My Words,Manwolves,21JBW8EjewH9UplMGhObN8,"bedroom soul, lo-fi rap",Trip on My Words,0.6,0.646,2,-6.985,0,0.235,0.135,0.0,0.153,0.43,91.653,47,37,211171,4
513,HIDDEN VOICES,Aaron May,31ruOiu2IB2rkFOjkndL2K,"hip hop, rap",WOKEUPTHINKINBOUT / HIDDEN VOICES,0.754,0.53,11,-10.846,0,0.0742,0.774,0.0176,0.116,0.899,140.014,69,58,150909,4
514,Cheap Date,Marlon Craft,045yTNzD1xgxtATyd81jCy,"nyc rap, underground hip hop",SPACE,0.655,0.827,2,-4.661,0,0.346,0.385,0.0,0.136,0.334,96.248,64,57,96094,4
515,Man,Caye,40JBWkAZ1JgmgpObMGHjPi,boston hip hop,Isa,0.66,0.371,8,-9.24,1,0.0364,0.497,0.0,0.103,0.364,76.499,56,49,183107,3
516,Make You Mine,Sarah Kang,3aqoPW6MDuK3g9aIVs0Qwn,chill r&b,Make You Mine,0.409,0.513,7,-8.176,0,0.0452,0.519,2e-06,0.154,0.208,122.697,60,46,174264,4
517,Brand New,Public Library Commute,5FcK65jGaIPzdIUB9asktp,"bedroom soul, chill r&b, indie r&b",Brand New,0.814,0.681,11,-8.002,1,0.04,0.383,0.0256,0.271,0.963,132.023,50,52,156381,4
518,nervous,lullaboy,1IoFHQNdaIlQWR9tJ9Oj5Q,"chill r&b, pop",nervous,0.677,0.417,0,-8.125,1,0.0358,0.489,0.0,0.109,0.482,79.979,59,54,214875,4
519,Breakup Season,Maya Delilah,7xPOV2FPzi7zaYBZnQytOW,"chill r&b, indie r&b, uk pop",Breakup Season,0.705,0.597,0,-8.009,1,0.0927,0.578,3.64e-05,0.138,0.665,86.017,50,51,192750,4
520,Better Place,spring gang,3UPkEwUBZBQKjUrE9VV32x,chill r&b,better place,0.745,0.559,9,-6.978,0,0.108,0.306,0.0,0.203,0.488,89.972,49,49,186008,4
521,Vanilla Tobacco,Eloise,36XMwwDfgKyl3nIksXbZ4G,"bedroom soul, chill r&b",Vanilla Tobacco,0.655,0.617,11,-5.466,0,0.268,0.422,0.011,0.247,0.665,171.952,59,53,168147,4
522,Summer Is for Falling in Love,Sarah Kang,6yfGer1TKpxOjhSd5eL0DL,chill r&b,Summer Is for Falling in Love,0.542,0.417,11,-8.05,1,0.218,0.469,6.87e-06,0.139,0.279,75.279,60,57,186467,4
523,When I Think about You,Gloria Tells,038yT5tqY1Fl6kYAbz8wCN,pop,Fly Back to Me,0.743,0.559,8,-4.369,0,0.0371,0.209,5.58e-06,0.211,0.429,79.981,47,35,203476,4
524,Thank You,Maya Delilah,2VilPVzji1pAdkmujzRenI,"chill r&b, indie r&b, uk pop",Thank You,0.54,0.482,4,-7.89,1,0.0313,0.812,0.24,0.0977,0.359,129.844,50,45,204592,3
525,I'm Just Stupid,Maya Delilah,0six1LYkEh8vBorQvMF8hQ,"chill r&b, indie r&b, uk pop",I'm Just Stupid,0.829,0.426,0,-12.215,1,0.0604,0.636,0.0756,0.113,0.962,141.01,50,43,166792,4
526,All I Feel Is Rain (feat. JID),Khalid,1cH4Hlu7R2jiN5l6bvvsvT,"pop, pop r&b",Scenic Drive (The Tape),0.64,0.659,2,-8.307,0,0.0492,0.116,0.0,0.648,0.569,88.933,88,54,204507,4
527,ARE YOU WITH THAT?,Vince Staples,5OFEJMirg4NPz7G1zgXDYu,"conscious hip hop, hip hop, rap, underground hip hop",Vince Staples,0.859,0.423,1,-10.698,0,0.283,0.543,0.0,0.104,0.563,125.89,70,60,138410,4
528,GOOD FRIDAY,Kota the Friend,0CHDCTdfTUsWvgsSbHqtqG,"hip hop, rap, underground hip hop",MEMO,0.827,0.692,8,-6.993,1,0.199,0.565,0.0,0.102,0.147,99.984,64,32,221625,4
529,Here With Me,d4vd,78Sw5GDo6AlGwTwanjXbGh,bedroom pop,Here With Me,0.574,0.469,4,-8.209,1,0.0254,0.534,9.21e-05,0.128,0.288,132.023,84,91,242485,4
530,Nobody Gets Me,SZA,5Y35SjAfXjjG0sFQ3KOxmm,"pop, r&b",SOS,0.358,0.284,7,-8.285,1,0.0285,0.805,0.0,0.183,0.276,99.796,95,86,180853,3
531,Goodnight,Lennon Stella,69jstgacdd40OwG9cLl45r,"alt z, canadian pop, electropop, pop, post-teen pop",Three. Two. One.,0.484,0.346,2,-10.441,1,0.0371,0.603,0.000181,0.204,0.0974,79.972,68,59,176747,3
532,hate me,slchld,1Trna2zgrXLnIMGoZepn3X,"canadian contemporary r&b, chill r&b, pop",hate me,0.555,0.508,9,-6.54,1,0.035,0.124,2.9e-06,0.196,0.288,139.751,61,45,157401,4
533,I Could Imagine,Alina Baraz,5vzLCcoKeO0Qw8eXUA4esF,"etherpop, pop, r&b",Sunbeam,0.572,0.466,8,-10.312,0,0.0491,0.546,0.000136,0.0861,0.415,148.104,69,60,159160,3
534,how deep?,Tai Verdes,1nTzXNZCnZ0T7S8BqkL98r,"modern indie pop, pop",HDTV,0.802,0.691,6,-6.973,0,0.0466,0.0989,2.29e-06,0.277,0.452,97.021,71,62,154507,4
535,Thinkin Bout You,Frank Ocean,7DfFc7a6Rwfi3YQMRbDMau,"hip hop, lgbtq+ hip hop, neo soul",channel ORANGE,0.721,0.339,0,-11.195,1,0.0532,0.409,0.00153,0.0973,0.2,129.83,86,75,200747,4
536,Love Like You (feat. Rebecca Sugar) - End Credits,Steven Universe,3z9OnsnvM6SFN2dzrSDdVO,pop,"Steven Universe, Vol. 1 (Original Soundtrack)",0.591,0.242,0,-10.098,0,0.0312,0.879,0.0,0.15,0.292,118.001,70,69,143630,3
537,the perfect pair,beabadoobee,41P6Tnd8KIHqON0QIydx6a,"bedroom pop, bubblegrunge, indie pop, pop",Beatopia,0.634,0.663,11,-6.818,1,0.0331,0.433,0.124,0.102,0.6,146.053,79,77,177533,4
538,messed up,Gabriel,6vwvaxfdzSUpUcnOxPTpMK,pop,unfolding,0.832,0.413,6,-7.954,0,0.0806,0.536,0.0,0.0941,0.555,98.996,38,26,191733,4
539,nothing personal,TALA,1b868y9LvzKd9jv6WS2BKa,"chill r&b, pinoy indie",nothing personal,0.766,0.465,6,-8.877,1,0.0307,0.79,0.0183,0.1,0.357,100.019,34,12,263413,4
540,Sunday Candy,Cenji,6i25RQUdDTVRhB06MeeZmv,bedroom soul,Sunday Candy,0.678,0.149,0,-9.206,1,0.0441,0.88,0.0,0.35,0.358,144.913,39,47,68280,4
541,Someday,Leanne & Naara,6sl4KzZ9PRb8xTzjYIrHAP,"opm, pinoy city pop, pinoy indie",Someday,0.581,0.325,0,-11.156,1,0.0461,0.616,0.0,0.133,0.276,122.062,51,49,259666,4
542,Sunbaked,Mack Keane,43ADrSQg74opmHwW0dq1uK,"alternative r&b, chill r&b, indie r&b",Sunbaked,0.432,0.168,4,-10.225,0,0.0431,0.981,0.00812,0.114,0.465,66.378,47,36,143589,5
543,Expiration Date,Sammie,6bM84pH7jbjO6978uZVAwR,"contemporary r&b, hip pop, pop r&b, pop rap, r&b, urban contemporary",Coming of Age,0.575,0.388,9,-6.159,0,0.0383,0.885,0.0,0.154,0.435,114.566,63,38,168944,4
544,emails i can’t send,Sabrina Carpenter,2qLyo5FeWquE7HBUbcVnEy,"dance pop, pop, post-teen pop",emails i can't send,0.515,0.387,7,-10.614,1,0.192,0.757,0.0,0.622,0.408,86.313,80,68,104408,3
545,Focus,H.E.R.,3tZs3nVjySLbL320lP4mvs,"pop, r&b",H.E.R.,0.414,0.314,1,-12.943,0,0.0548,0.25,1.47e-05,0.117,0.09,84.993,78,62,200133,4
546,Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,Rihanna,35ovElsgyAtQwYPYnZJECg,"barbadian pop, pop, urban contemporary",Lift Me Up (From Black Panther: Wakanda Forever - Music From and Inspired By),0.247,0.299,9,-6.083,1,0.0315,0.899,0.0,0.131,0.172,177.115,95,83,196520,4
547,I Miss My Friends (feat. Phum Viphurit),Valentina Ploy,6CqB5fiJw1yKnytkAPprxr,pop,I Miss My Friends (feat. Phum Viphurit),0.457,0.398,10,-9.049,1,0.0362,0.772,0.0,0.33,0.448,146.114,47,43,223027,4
548,BOY OF THE YEAR,Warren Hue,6jRjPgWMFdYROlNXU5xUZQ,chill r&b,BOY OF THE YEAR,0.413,0.476,3,-7.014,1,0.0269,0.167,0.000105,0.552,0.149,79.96,56,41,212873,4
549,Beautiful Day,Coldiac,2gTLLRw4CBl709U3dRICEh,"indonesian indie, indonesian indie pop, indonesian pop, malang indie",Beautiful Day,0.563,0.686,10,-6.567,0,0.043,0.391,0.0,0.0964,0.909,167.868,52,58,175853,4
550,seasons,wave to earth,1acVBP8BcK6LTeNeFjfxnh,"chill r&b, korean city pop",summer flows 0.02,0.333,0.275,7,-10.638,1,0.0272,0.78,0.0587,0.218,0.16,59.157,57,61,256000,4
551,ONE IN A MILLION,Rex Orange County,2XkDm5m2vPowecEAAR5gmb,"bedroom pop, pop",WHO CARES?,0.765,0.484,11,-6.96,1,0.0738,0.699,0.0,0.12,0.507,80.003,79,61,194893,4
552,Trying,Ella Mai,2EHaJElgdxeZG2bzCMVmMN,"dance pop, pop, r&b, rap, uk contemporary r&b, urban contemporary",Heart On My Sleeve,0.537,0.433,9,-6.135,1,0.073,0.389,0.0,0.226,0.106,94.079,73,57,197307,4
553,First Time Thing,Calabasas,3JlWBPFE8wy4tUrOz6GWEE,pop,First Time Thing,0.753,0.674,10,-8.26,1,0.162,0.443,3.88e-06,0.251,0.759,105.005,52,61,131289,4
554,One More Shot,CIL,79uXvsyNG97zMLLq4bloRa,pop,One More Shot,0.765,0.435,8,-6.224,1,0.0381,0.715,0.0,0.0784,0.562,109.969,58,69,141184,3
555,Evangeline,Stephen Sanchez,3lGPy4laQ3s4lT1pRXKmFC,"gen z singer-songwriter, pop",Evangeline,0.469,0.568,3,-7.084,1,0.0305,0.0817,0.0,0.146,0.193,109.172,82,71,177880,4
556,Whiskey Bottle,GANGGA,02lLcrfxGj4XtrpgHGQ66o,"indonesian lo-fi pop, indonesian pop, indonesian singer-songwriter",It's Never Easy,0.591,0.504,7,-7.592,1,0.028,0.818,0.0108,0.106,0.289,150.028,64,60,150720,4
557,Foolish,GANGGA,32wViM7oS4yCTmUEcF5dBD,"indonesian lo-fi pop, indonesian pop, indonesian singer-songwriter",It's Never Easy,0.463,0.382,10,-11.453,1,0.0337,0.906,0.0629,0.0798,0.367,131.979,64,39,212482,4
558,Nice & Slow,Song House,4AdfWijz3VBCZ8Ics03ojl,pop,Nice & Slow,0.332,0.503,6,-8.358,0,0.206,0.452,0.00414,0.371,0.396,176.784,52,52,147338,3
559,Just The Two Of Us,Stacey Ryan,4jz3eqH3Y8j565cUe3aSOq,pop,Just The Two Of Us,0.563,0.112,8,-15.121,1,0.199,0.908,0.0,0.111,0.305,168.076,70,43,233929,4
560,Echo,Olivia Dean,1Gy9Ofi7nPnNf3kGWPjurm,"indie soul, pop soul",Echo,0.655,0.574,6,-7.124,1,0.0351,0.0761,0.00143,0.133,0.402,86.994,62,56,197587,4
561,The Sh*t,Louis The Child,71hbZpMopE0qWeJEac9TYS,"edm, electro house, electronic trap, electropop, indie poptimism, pop, pop dance, tropical house, vapor twitch",Candy II [Beat Tape],0.663,0.69,2,-5.019,1,0.536,0.0623,0.149,0.589,0.505,169.992,65,32,90360,4
562,Selfluv,RICEWINE,0Tzi0YMLczWwegdBZcgLkr,"indie garage rock, melbourne indie",Lovesick,0.752,0.367,2,-8.667,1,0.0312,0.854,0.278,0.0846,0.202,95.841,53,31,273177,4
563,The Key,Madison Ryann Ward,6mPJZP9kuOaydnVPxjbxcB,pop soul,Beyond Me,0.472,0.413,11,-9.397,1,0.216,0.212,0.0,0.167,0.329,150.529,59,56,196400,4
564,a million pieces,CLAY,1wdxSAVg4H666fPz0kT9f0,"chill r&b, high vibe",hues,0.731,0.57,11,-4.578,1,0.159,0.363,0.0,0.109,0.723,88.705,49,42,167832,4
565,Past Lives,BØRNS,1Dr5JexwA15wmKe7Y7maA9,"modern rock, pop",Dopamine,0.743,0.685,4,-6.863,1,0.0975,0.0664,6.75e-05,0.0884,0.443,109.988,70,66,274320,4
566,HEAD,Devon Again,5stVamqETg34UDrpC5Zwhy,indie pop,HEAD,0.664,0.817,1,-2.263,0,0.0353,0.0419,1.01e-05,0.403,0.461,104.099,46,53,111653,4
567,Baby Why,Sarah Cothran,7qLUUHpvOezSnNERh4IRPx,gen z singer-songwriter,Baby Why,0.288,0.503,8,-4.7,1,0.0356,0.147,1.82e-06,0.374,0.265,73.468,61,57,164533,4
568,Empty House,GANGGA,1iIh7kxpDQb95xTfsIk3Ew,"indonesian lo-fi pop, indonesian pop, indonesian singer-songwriter",Empty House,0.52,0.289,9,-11.585,1,0.0296,0.897,0.0326,0.346,0.357,105.012,64,56,212637,4
569,"dear me,",Gentle Bones,7aGaP4VJ1WOAIL7QlEl1pA,"chill r&b, pop, singaporean pop","dear me,",0.629,0.459,11,-8.846,1,0.0303,0.38,4.1e-06,0.205,0.435,138.059,59,59,165968,4
570,UNDERSTAND,keshi,72sfmdpuO5r8cBDgs7MqZZ,"chill r&b, pop",GABRIEL,0.379,0.208,5,-13.858,1,0.0426,0.94,1.05e-06,0.114,0.163,82.085,80,62,150520,3
571,FaceTime,Saint Levant,0tBoaUMgYe6JuDHsTvVSpP,palestinian hip hop,FaceTime,0.766,0.549,1,-9.739,1,0.253,0.106,1.95e-05,0.104,0.678,100.097,65,62,153625,4
572,Old With You,grentperez,2a8dFwynGpl0p0YYSUEnax,chill r&b,Old With You,0.727,0.492,9,-7.203,1,0.0348,0.671,2.16e-06,0.103,0.621,133.036,66,60,206957,4
573,3 Boys,Omar Apollo,31Wlc9ZnraX3JxrvMg9e8H,"bedroom pop, bedroom soul, pop",3 Boys,0.548,0.456,9,-5.979,1,0.0703,0.813,0.00464,0.122,0.53,173.839,76,72,209188,3
574,Call Me When You Hear This Song,New West,4lLbPTGEAHcWpsbHlskpjc,"pop, toronto indie",Call Me When You Hear This Song,0.482,0.458,0,-7.702,1,0.0251,0.712,0.00137,0.298,0.159,69.998,75,53,243857,4
575,Sixteen,Nohidea,7I2ChVyizbAgi2XFBRizxW,"chillhop, lo-fi beats, lo-fi chill, lo-fi rap, sad lo-fi",Sixteen,0.623,0.568,2,-8.78,1,0.301,0.82,8.16e-06,0.118,0.303,81.582,57,47,83371,4
576,239,BabyJake,5qTL0KYAVSuLhcUyJYu3jV,pop rap,239,0.783,0.569,9,-7.891,1,0.118,0.0594,3.1e-05,0.101,0.747,160.055,59,51,158000,4
577,Here and There,Saint Levant,3WoLVxbGZbzp3vn143kJqK,palestinian hip hop,Here and There,0.5,0.585,10,-7.616,0,0.0628,0.397,0.0,0.377,0.577,75.527,65,52,158981,4
578,Bitter,Michal Leah,68RVDDwyhB281xX5bdYPJH,pop,Bitter,0.805,0.481,10,-7.77,0,0.0368,0.4,0.0,0.0805,0.796,94.977,57,41,186000,4
579,Things You Don't Know,Haley Joelle,5NEcavgHBITvZB6Lfpgiia,"alt z, gen z singer-songwriter, pop",Two Places at Once,0.603,0.242,5,-10.765,1,0.0493,0.95,0.0,0.0802,0.394,123.072,60,54,128837,4
580,Scarred,Giveon,5PSYn0XVImstXPFFDtajEK,"pop, r&b",Give Or Take,0.667,0.591,4,-8.456,0,0.033,0.414,0.0,0.157,0.434,97.565,82,64,178265,3
581,Lil Secret,Jack Harlow,7ky2X6PAaUZTQjaDniHRot,"deep underground hip hop, kentucky hip hop, pop, rap",Come Home The Kids Miss You,0.779,0.653,11,-5.977,0,0.206,0.144,0.0,0.0955,0.841,69.056,82,41,129565,4
582,Satisfaction,SiR,0hZIaQMGqu41dozEwqVa1b,"alternative r&b, hip hop, indie r&b, indie soul, la pop, neo soul, r&b, rap",Satisfaction,0.685,0.577,7,-4.655,0,0.108,0.66,2.69e-06,0.109,0.371,110.326,67,59,130982,4
583,69 Camaro,Kyle Dion,70XkGdEfN4RM7bEwaNaBao,"alternative r&b, chill r&b, indie r&b, indie soul, pop, r&b",SUGA,0.61,0.416,5,-7.357,1,0.0612,0.672,0.0,0.413,0.441,82.95,52,51,154818,4
584,dusk,Notebook P,6uOgzEK6SeJOkVwoApK62o,brockton hip hop,Book of Sun,0.694,0.635,7,-7.972,0,0.0882,0.484,0.0,0.371,0.578,140.074,35,45,119092,4
585,Make You Mine,Giveon,7r1MqPAD09w24mCUUbxiCI,"pop, r&b",Give Or Take,0.551,0.37,5,-10.194,0,0.0551,0.87,0.0,0.122,0.241,137.265,82,65,200192,4
586,Be So Cruel,ASTN,3jgTthrOsgFR1477mor7Ex,"bedroom soul, chill r&b, pop",Be So Cruel,0.859,0.414,5,-5.538,0,0.0617,0.227,0.00102,0.135,0.645,92.501,64,57,132691,4
587,Let Me Go,Daniel Caesar,4AwJSk491AvHk2AAJReGzZ,"canadian contemporary r&b, pop, r&b",Let Me Go,0.601,0.481,7,-8.366,0,0.0634,0.689,0.0033,0.109,0.484,152.994,81,74,216524,4
588,Weak,Larissa Lambert,3UnfOb5hmnf4KF7NIgAj9a,chill r&b,Weak,0.617,0.451,7,-9.323,1,0.0584,0.627,0.0,0.267,0.487,127.923,56,64,159375,4
589,i'm not okay,JVKE,1fiSki9Yy5lekUUpV4mByo,modern indie pop,this is what ____ feels like (Vol. 1-4),0.434,0.467,1,-5.926,0,0.0434,0.849,1.42e-05,0.143,0.141,128.504,83,65,145189,3
590,Weekend Friend,Goth Babe,2d3QlXE6FXFDeodiS66yjM,"indie rock, modern rock",Weekend Friend,0.409,0.594,1,-9.725,1,0.031,0.032,0.0391,0.0904,0.212,110.187,65,67,209455,4
